SOLD_MONTH,CITY,ZIP,PRICE,BEDS,BATHS,SQUAREFEET,LOTSIZE,YEARBUILT,Price_per_sqrt,MLS,LATITUDE,LONGITUDE,HOUSE_DES
7/1/2021,Frisco,75036,349900,3,2,1874,6186,2015,187,14605075,33.1395164,-96.933189,"MULTIPLE OFFERS RECEIVED. This beautiful well maintained one story home with Austin stone accents makes for excellent curb appeal. This spacious home offers 3 bedrooms, 2 full baths with many builder upgrades. Spacious Kitchen with breakfast area, granite, tile floors, Crown molding in main living areas. Formal dining makes a great home office space. Spacious primary with large bath with separate shower, spacious split secondary bedrooms. Gated Community amenities that include two pools, playground, pond. Wonderful covered patio area with extended pergola offers extended living space to entertain or movie night. Near Lake Lewisville and Hidden Cove park and major roads and shopping"
6/1/2021,Frisco,75036,365000,3,2,1885,5750,2017,194,14570844,33.1515233,-96.9263538,"Multiple offers received! Highest and best due by Sunday noon! May 9th. Gorgeous 3 bedroom 2 bath with an office. Beautiful arches and tall ceilings! Freshly painted. Huge kitchen with island open to the living room. The living room includes a pretty, corner, gas-lit fireplace. Loads of cabinets in the kitchen. Back yard includes a covered back porch. Backs up to the school so its very quiet! Master bedroom is spacious and has a large garden tub and separate shower. Huge walk-in closet! Bedrooms are split. Great floorplan! Easy access to DNT and Lake Lewisville. The neighborhood has access to walking trails, playgrounds, and pool. Great location, close to everything but private too!"
11/1/2021,Frisco,75036,450000,4,3.5,2701,6273,2012,167,14701733,33.143094,-96.9213956,"Built in 2012, this Frisco two-story home offers granite countertops, and a two-car garage. This home has been virtually staged to show its potential."
1/1/2022,Frisco,75036,460000,4,3.5,2627,6708,2010,175,14725123,33.1452226,-96.919376,"Come see this charming 4 bedroom, 3.5 bathroom home now on the market! The kitchen is equipped with updated countertops, tile backsplash, ample cabinets, a breakfast bar, and breakfast nook. Flow into the living room featuring a cozy fireplace, perfect for entertaining. The main bedroom boasts a private ensuite and walk-in closet. Other bedrooms offer plush carpet, ceiling fans, and sizable closets. Relax with your favorite drink in the fenced in backyard with a patio, lush grass, and great potential for adding personal touches. Don't wait! Make this beautiful home yours today. This home has been virtually staged to illustrate its potential."
2/1/2022,Frisco,75036,455000,2,2,1842,6186,2016,247,14749781,33.137896,-96.920147,"On a quiet cul de sac this house has a beautifully landscaped yard and upgraded brick entrance. Plantation shutters, hardwood, french doors lead into study, crown molding, designer fans and an extended stamped concrete covered patio and swing. The open floor plan has a spacious family room with trey ceilings, recessed lighting and prewired for surround sound. The kitchen has a granite island, 42-inch cabinets, a gas range, pull-out organizers and dining area. The bright sunroom off the dining area makes a perfect place for reading, relaxing or hobbies. Master retreat has trey ceilings with ensuite bath and dual sinks, walk-in closet with built in shelving. Guestroom and bath split from master. 55+ community."
3/1/2022,Frisco,75034,379900,3,2,1706,5532,2017,223,14750382,33.1406444,-96.9268846,"Amazing single story that sits in a gated community with two pools, parks and a pond! This property is two blocks from Lake Lewisville and one block from one of the two community pools. The location is also only 17 minutes from The Star and popular restaurants and shops! When you walk into this home you already feel at home with a wood burning fire place and an open living room, that leads into the kitchen. Major upgrades include an island in the kitchen, wood burning fireplace and a covered back patio. Entertaining will be a breeze in this home! Don't miss out on this one! OPEN HOUSE WILL OCCUR SATURDAY February 5th from 12-4PM. ALL LAST AND FINAL OFFERS TO BE SUBMITTED BY FEBRUARY 5TH AT 7PM."
9/1/2021,Frisco,75036,350000,2,2,1416,5401,2017,247,14656448,33.1351327,-96.9214795,"BEAUTUL STEEL CREEK Floorplan! This pristine home features hardwood flooring throughout the home. Laminate wood flooring was added to the second bedroom by the current owners making the home without carpet. Bright and open floorplan has a space for a breakfast table or home office next to kitchen. The formal dining space, kitchen and living room makes it easy to entertain guests. The spacious kitchen includes lots of cabinet space, quartz counter tops, stainless appliances, and gas cooktop. Large private owner's suite split from second bedroom. Screened in patio, new interior paint 2019, iron fence 2019, additional storage in garage. Golf course community, 3 amenity centers, 4 pools, tennis, Bocce Ball!"
7/1/2021,Frisco,75036,450000,4,3,3429,6011,2015,131,14601264,33.1385905,-96.9337074,"Beautiful two story home w-white Austin Stone & red brick accents! Formal Dining, art nooks, Living Room w-a corner cast stone fireplace & ceilings decorated w-crown molding. Light filled interior! Large Kitchen is equipped w-a raised breakfast bar, dark cabinetry, granite, tumbled stone backsplash + stainless steel appliances. Eat in Breakfast Nook. Nicely sized Master Bedroom has high ceilings + en-suite bathroom w-dual sinks, walk in closet, garden tub + a separate shower! Upstairs Game & Media was designed for entertaining! Great sized Guest Bedrooms, 2 up and one private bedroom down! The backyard backs to a greenbelt and is canvassed by mature trees making it very private, it also offers a covered patio!"
5/1/2022,Frisco,75036,385000,4,2,1768,5706,2006,218,20048260,33.142452,-96.914339,"Showings start 8 AM Friday! Don't miss this beautiful single-story, 4 bed, 2 bath corner lot home in the community of Hidden Cove in Frisco! The living area opens to the kitchen and dining. The master bedroom has a full ensuite bathroom and walk-in closet. Hidden Cove offers a community pool and splash pads. Close to golfing, dining, Lewisville Lake and so much more!"
3/1/2022,Frisco,75036,429900,3,2,1874,5750,2017,229,14752757,33.1383201,-96.9255527,"Welcome to your gorgeous stone and brick home in the gated community of The Shores At Hidden Cove. Your new home is located near Hidden Cove Park, major shopping, and Lewisville Lake. Enjoy stunning hardwood flooring, spacious open kitchen with granite counters, under-mount sink, stainless appliances and plenty of cabinet space. Work or study from home in your private flex space or use it as a library, movie or even a playroom. Nicely sized 3 bedrooms and 2 full bathrooms. Owners suite features contemporary glass shower, garden tub and dual modern sinks. Spacious backyard with covered back patio, stone fire pit . Additional storage in attic, garage floors. Close to the community pond, park and pool."
12/1/2022,Frisco,75036,350000,3,2,1612,5009,2009,217,20216251,33.142395,-96.917781,"This precious, single-story Hidden Cove of West Frisco home is just the right size, at just the right price and move-in ready! Built in 2009, meticulously maintained, including a new roof in March of 2022, this 3 bed, 2 bath home feels much larger than its 1612 sqft. Not a sqft was wasted in designing this fabulous floorplan, offering plenty of room for entertaining in the open-concept kitchen and adjoining living area. Kitchen opens to the generous backyard with deck, awaiting leisurely spring afternoons with a book or fall evenings by a fire pit. If you’re looking for an island, there’s ample room to add one. LVP flooring installed throughout earlier this month complements the neutral color scheme and finishes. Community amenities include a gorgeous pool with splash zone and club house. Short distance to Hidden Cove Marina."
6/1/2022,Frisco,75036,549999,4,2,2018,12371,2016,273,20047726,33.1407005,-96.9252011,"Welcome to this meticulously well maintained home! Enter into the expansive foyer which leads to the open concept kitchen & family room. You will enjoy preparing meals on the Cambria solid surface oversized center island countertop. Kitchen also has 4 trashcan pullouts and two custom accent walls. Included are security cameras, doggie door and epoxy coated coated garage floors. This magnificent home is the last house on a cul-de-sac, and the huge backyard backs up onto a greenbelt with trees galore. We are in a multiple offer situation. please present highest and best by 5PM, Sunday."
3/1/2021,Frisco,75036,382500,2,2,1722,7362,2015,222,14523790,33.139878,-96.918032,"Beautiful home located within the highly sought after Frisco Lakes Resort Style Active Adult Community. This home features a gourmet kitchen with a huge island, staggered cabinets and built-in appliances, trey ceiling in the LR and owner's suite, upgraded ceramic tile, high quality Karastan carpet, premium paint package, custom plantation shutters throughout, wired for surround sound in LR, and back patio gas stub out. Large eastern facing premium lot with Lace Elm trees. Backyard has plenty of room to expand patio for an outdoor kitchen or enclosed sunroom. Community highlights...3 outdoor pools, 1 indoor pool, tennis & pickleball courts, bocce ball, walking & bike trails."
6/1/2021,Frisco,75036,335000,2,2,1549,7623,2013,216,14580674,33.140645,-96.91691,"Impeccably maintained home in the Frisco Lakes Over 55 Community features the Pine Spring Plan, but with many extras: large, private lot, extended covered front porch, spacious kitchen with granite counters, stainless appliances, & breakfast bar overlooking living room with tray ceiling & private study. Amazing covered back patio with patterned concrete overlooks beautiful yard, perfect for your furry friend. Owner's Suite has walk-in shower and huge closet. Other fine features include separate laundry room, plantation shutters throughout, extended garage for extra storage & tankless water heater. Frisco Lakes offers Golf, Tennis, Pools, private lake, walking-biking trails, daily social events and much more!"
7/1/2021,Frisco,75036,335000,4,2,1977,5053,2010,169,14602883,33.1434449,-96.9151839,"OFFERS DUE BY 7PM ON SUNDAY JUNE 20TH! Beautiful 4bed 2bath in Frisco!! This home features vaulted ceilings, wood look tile and new carpet throughout. The kitchen has new 3cm granite with undermount kohler sink and elegant faucet. Brushed nickel lighting and ceiling fans, 2inch blinds on all windows, open kitchen to living, separate formal dining and split bedrooms in a large 1 story home make this one a must see! The neighborhood has a community playground, pool and the location is phenomenal. Close to the Lake, The Star in Frisco, new PGA Headquarters and all the great things you want to be by. Don't miss this one!"
4/1/2022,Frisco,75036,499000,4,3,2423,6578,2017,206,20014398,33.1427542,-96.9298721,"Filled with light, this delightful home is a breath of fresh air! With an amazing floorplan and crisp finishes, it's perfect for just about any stage of life. All four bedrooms are downstairs and split from primary. The dining room can double as an office or exercise room. The game room upstairs with it's own half bath attached is the perfect place to hang out. The open kitchen with white cabinets features a generous breakfast area, seating bar, large pantry and granite countertops. It overlooks a cozy living area with cast stone fireplace. Outside, a covered patio and screened pergola create the perfect venue for outdoor fun. This wonderful gated community features two pools and a playground. With it's proximity to Lake Lewisville, Hidden Cove Park and Marina, plus all the amenities nearby Frisco has to offer, this location can't be beat! 3D walkthrough available on Zillow and Ebby.com."
7/1/2021,Frisco,75036,375000,4,2.5,2372,5489,2016,158,14595768,33.1388791,-96.9328121,"Nestled in western Frisco, this east facing home has wood-look tile floors, coffee bar in kitchen, family room and dining room have abundant natural light, and game room upstairs is perfect for play dates and movie nights. Amenities include two community pools, playgrounds, and covered picnic areas. Neighborhood is located close to Hidden Cove Park with hiking trails, marina, and lake access."
2/1/2023,Frisco,75036,424990,2,2,1532,4966,2013,277,20125508,33.1401904,-96.9142471,"Live life to the fullest in your two bedroom PLUS study single story home in award winning Frisco Lakes. Amazing Active Adult Community where you can go for a walk, golf, PLUS have a calendar of events and activities planned for you to take advantage of in your club house. If you would rather kick back and take it easy, just simply sit and enjoy the day on your beautiful stamped concrete patio complete with pergola and ceiling fan! This home offers an open concept living area and huge eat in kitchen! Plantation shutters adorn the many windows allowing as much natural light or as much privacy as you prefer. All this conveniently located within a short drive to fantastic grocery stores, restaurants, professional offices, even Lake Lewisville! This is the perfect place to get that golf cart you've been wanting and keep it and your car parked in the two car garage! Come for a visit and see for yourself!"
3/1/2022,Frisco,75036,429000,2,2,1731,6360,2015,248,14748721,33.139108,-96.918956,"Gorgeous Abbeyville plan boasts lovely hardwoods throughout! Enjoy entertaining in the spacious great room enhanced by trey ceiling and crown molding. French doors lead to the private study off the foyer. The gourmet kitchen island offers granite counters, stainless appliances, 42-inch cabinets, gas cooktop, and attractive subway tile backsplash. Dual sinks, walk-in closet, a large shower, and trey ceiling complete the spacious, relaxing master suite. The private guest bedroom and bathroom provide a quiet retreat for guests. Abundant shelving in the utility room provides extra storage. Extended covered patio overlooks a completely fenced backyard. 55+ community."
5/1/2022,Frisco,75036,359900,3,2,1453,5489,2010,248,20032408,33.1445605,-96.9171273,"Located in Frisco not far from shopping and dining!! Frisco Star, Downtown Frisco, and Legacy West are just a few minutes away. Charming one-story home situated in Hidden Cove. This home features split bedrooms with a large living room that is open to the kitchen and the breakfast area. Additional amenities include tiled entry, upgraded leaded glass front door; sprinkler system, landscaped yard; garage door opener; stainless appliances; tile kitchen backsplash; upgraded ceiling fans, and more. The roof was replaced May 2019."
3/1/2021,Frisco,75036,369900,4,3.5,2701,5793,2014,137,14512734,33.138771,-96.931005,"**Multiple Offers-- best and final by noon Feb 7. Pride of ownership shows in this very well maintained home! 4 bedrooms plus a den with gameroom. Eat in kitchen with breakfast bar, stainless appliances and granite counters. Jetted tub and dual sinks in master. Gated community with 3 pools, park, playground and pond located just 1 mile from Hidden Cove Marina."
6/1/2022,Frisco,75036,385000,4,2,1810,6534,2008,213,20059580,33.143554,-96.91889,"***Offer Deadline for Highest & Best is Sunday, May 29th at 5pm!*** Lovely single-story home in Frisco's Hidden Cove subdivision steps from the community pool and playground. Open flowing floor plan, with sprawling living room and dining area with a window seat. The gourmet kitchen boasts a vast breakfast bar, pantry, and abundant storage. Peaceful primary suite with dual sinks, garden tub, stall shower, and large walk-in closet. Three additional secondary bedrooms, a shared bathroom, and a utility room complete the interior of this lovely home. Relax on the open patios or play in the large grassed yard!"
6/1/2021,Frisco,75036,325000,4,2.5,2576,5489,2012,126,14573608,33.144986,-96.917734,"* * * * * Multiple Offers Received. Send Final, Best Offers by Tuesday May 11th at 8pm. * * * * * * Custom touches, Kitchen with stainless appliances, granite counter tops, and raised bar. Master retreat with ensuite bathroom with dual sinks, roomy walk in closet. Large dining room can also serve as formal living area or open office. Community pool, playground, and clubhouse. Refrigerator negotiable. New roof 2017. Lennar Build. Trane dual zone AC. Faux wood blinds throughout. All Information deemed reliable but not guaranteed . Buyer and Agent to verify all information."
6/1/2022,Frisco,75036,500000,2,2,1836,6055,2015,272,20060305,33.138356,-96.919212,"This beautiful home has it all! Desirable Abbeyville floor plan featuring two large bedrooms, two full bathrooms, and a private office with French doors. Large kitchen with eat-in island and lots of cabinet space. Oversized laundry room with huge storage area. Relax in your landscaped back yard on either the screened porch or the extended covered porch. Quiet cul-de-sac street. Don't miss the golf course pocket view from the front drive! Brand new roof installed May 2022. Enjoy the Frisco Lakes resort style amenities including 3 amenity centers totaling over 50,000 sqft and an 18 hole golf course with views of Lake Lewisville. Take advantage of the tennis & pickle ball courts, bocce ball, pool tables, library, dedicated gardening plot, indoor & outdoor pools, fitness centers and lots of planned activities and events. Check out the virtual 3D Tour!"
10/1/2021,Frisco,75036,549000,3,2,2317,9627,2016,237,14660695,33.1359324,-96.9190309,"Magnificent Martin Ray plan on the golf course in sought after Frisco Lakes! Nestled on a quiet cul-de-sac, this home has 3 bedrooms, 2 full baths, a study, and a sunroom! The chef's kitchen has tons of counter space, a large pantry, gas cooktop, stainless steel appliances, and a massive island for all gatherings. Plenty of room for entertaining with bright and light finishes throughout. The study at the front of the house has French doors for added privacy. Fantastic primary suite has a spacious en-suite bathroom with a tub and a shower. The sunroom looks onto the tranquil golf course and your oversized lot. Hardwood floors in all of the main areas. Walk to the pool and fitness center! Great Senior Community!"
4/1/2021,Frisco,75036,589000,3,3,2754,7971,2015,214,14553868,33.1350027,-96.9163434,"Pristine 'Estate Series' Magnolia features open floor plan, and wood floors. 3 Car garage for golf cart fun! Large covered back patio with tree lined GOLF course view, to live the great Frisco Lakes Lifestyle. Enjoy cooking in the spacious kitchen with stainless steel appliances including double oven and gas cooktop. A large pantry, beautiful expansive island, separate breakfast bar and kitchen eating area. Cozy & sophisticated fireplace in the large living area that can also be seen from the kitchen. Massive master bedroom with large closet, bath with separate tub & shower. Flex Dining Room or Study Plus another 2 split bedrooms. Gorgeous landscaping and curb appeal. Don't miss this one!"
7/1/2021,Frisco,75036,330000,2,2,1499,5053,2015,220,14605956,33.1402784,-96.9205361,"Neat-As-A-Pin Taft Street Plan Nestled in the Fantastic Frisco Lakes Community with Amenities Galore! The huge family living and dining space combination featuring pretty hardwoods provides a great place for entertaining. A convenient flex room is perfect for a study or den. Any cook will be delighted with the extraordinary kitchen outfitted with a large island accented with pendant lighting, granite counters, gas range, and abundant cabinet and counter space. The relaxing master retreat includes an ensuite bath with expansive vanity, dual sinks, walk-in closet, and large shower with bench. A bedroom and bath split from master affords privacy for guests. Chat with neighbors on the large covered patio. Come see!"
4/1/2022,Frisco,75036,550000,4,3,2920,5750,2018,188,20018540,33.1514085,-96.9264094,"Multiple offers received. Please submit best & final offers by Saturday 4-2-2022 at 3:00pm! Beautiful, grand, meticulously maintained home built in 2018 with an awesome floorplan! Master bedroom down with huge walk in closet! Gas range and granite countertops in the kitchen! Gas burning fireplace! Large backyard with covered patio. Second bedroom down with full bath and 2 bedrooms upstairs with a game room, full bath, and additional room or flex space that could be used as an extra bedroom, office, gym, play room, or media room! So much space and so much storage! Huge storage closet underneath stairs. Brand new roof, garage door, and gutters! Fence recently resurfaced and restained. Home backs up to an empty greenspace that belongs to Little Elm ISD. No backyard neighbors! This property is located within a PID."
3/1/2021,Frisco,75036,285000,3,2,1606,5097,2009,177,14519756,33.143432,-96.91681,"* * * Multiple Offers Received, Best and Final Offers Dues By 5PM Thursday February 25th, 2021 * * * Located in Hidden Cove, close to 423 and Stonebrook Pkwy. This awesome home offers a great open floor plan with lots of windows making it light and bright. Extra large owners suite with large walk-in closet that has built-in drawers and shelving for storage. Secondary bedrooms are split. Separate utility room. Close to community pool and park. New wood and paint!"
4/1/2021,Frisco,75036,305000,3,2,1706,5489,2015,179,14529450,33.1410348,-96.9290219,"Multiple offers! Offer deadline of 9am Monday March 15th. The Shores at Hidden Cove which offers gated entrance, community pool, playground, trails, ponds and walking distance to Lake Lewisville! This single story home sits on an interior lot and features an open concept floor plan that is perfect for entertaining. The main living area has newly installed wood laminate flooring, fireplace and wall of windows that provide natural lighting. Kitchen features a large island, granite, stainless appliance and large dining area! Master bedroom overlooks the backyard and master bath with large closet, dual sinks and separate shower. Private backyard with covered porch! Close proximity to everything in Frisco."
4/1/2021,Frisco,75036,335000,4,3,2725,6926,2011,123,14497696,33.144798,-96.92007,"* * * MULTIPLE OFFERS RECEIVED, BEST AND FINAL BY 8PM SUNDAY FEBRUARY 7, 2021! * * * BEAUTIFUL HOME! Kitchen complete with 42in cabinets, granite counter-tops, raised bar, & stainless steel appliances. Retreat to a stately first floor master suite offering expansive vanity with dual sinks, walk-in closet, soaker tub & tile shower. Additional bedroom on first floor, game room & two other bedrooms on the 2nd. Enjoy large backyard while sitting on your oversized covered patio. Community pool and playground. A two-minute drive, to Lake Lewisville's Hidden Cove Marina where you can rent boats, jet ski's, pavilions, cabins and more. WATER SOFTENER installed 2016, new roof 2017, new water heater 2018, HVAC serviced 2019."
2/1/2022,Frisco,75036,479900,4,3,2470,6011,2014,194,14745076,33.1399764,-96.9306835,"Don’t miss out on this lovely home in the gated community located in The Shores at Hidden Cove. When entering the home, you will notice the pride of ownership in this property. This little gem has an open kitchen and living room, split bedroom layout, master suite with garden tub and separate shower, two additional bedrooms and a study on the main level. The second floor has a full bath and large bedroom that could be used as a game or theatre room. Your family will enjoy the two community pools, playground, pond, and park. Plus, you are just minutes from Hidden Cove Park and Marina. Best and Final by Saturday January 29th at 11:00 PM."
6/1/2022,Frisco,75036,560000,3,2,2083,7057,2013,269,20055199,33.1406944,-96.9177689,"Meticulously-Maintained Tifton Walk with beautiful hardwoods and crown molding throughout. Brick-faced front entry. Large island kitchen boasts granite counters, stainless gas cook-top and large walk-in pantry. Spacious family room with stunning hardwoods, trey ceiling and crown molding adjacent to breakfast nook. A separate study with French doors provides a quiet retreat. Master suite with a wall of windows, trey ceiling, dual sinks, large shower and walk-in closet. Huge utility room with cabinet storage is a plus. Guest bedrooms split from master. Extended, stamped concrete patio boasts a pergola for shade as well as a pull down shade. Garage with epoxy-coated floor."
8/1/2021,Frisco,75036,385000,4,2,2022,6752,2009,190,14635016,33.1440633,-96.9204732,"This is a beautiful 4 bedroom 2 bath home in the Hidden Coves neighborhood in Frisco. This home offers a spacious kitchen with granite counter tops, formal dining room and a large back yard. It is conveniently located near shopping, entertainment, many restaurants and the Dallas Star. A 1-story 4 bedroom at this price in Frisco is a rare find. It won't last long!"
8/1/2021,Frisco,75036,400000,4,3,2185,5968,2011,183,14609451,33.144377,-96.918114,"Built in 2011, this Frisco two-story home offers a two-car garage. Home utilities may be turned off due to weather conditions."
2/1/2022,Frisco,75036,450000,5,3.5,2947,10890,2010,153,14713208,33.141364,-96.917374,"BACK ON THE MARKET!! Don't miss out on this great 2 story 5 bedroom, 3.5 Bathrooms. Beautiful home in the wonderful community of Hidden Cove in Frisco!! Roof replaced in 2017, Staircase remodeled in 2017 with more Closet and Storage Spaces. This home is a perfect fit for any family. Master Suite, Living Room, Kitchen, Formal dinning and half-bath located downstairs, all additional bedrooms and game room located upstairs."
8/1/2022,Frisco,75036,649000,4,3.5,3007,6011,2014,216,20106339,33.139975,-96.9295303,"Transitional beauty with open floor plan from Lennar located in west Frisco's gated community, The Shores of Hidden Cove. Inviting 18 ft high foyer that leads into main living area with wall of windows and panoramic views of endless sunsets. This energy efficient home provides ample space for family to entertain and relax, with modern farmhouse designer detailing throughout and many updates including a new roof! Outdoor patio with cool temp concrete coating, media room with theatre style seating and wiring for speakers, updated kitchen with custom designed 8 foot kitchen island, quartz and quartzite countertops and an electric vehicle charging outlet in garage. This private community has 2 swimming pools, several ponds with water features and stocked pond for fishing, 2 playgrounds and less than 1 mile from Lake Lewisville's Hidden Cove Park and Marina where you can dine, camp, and enjoy water activities all within a walking distance or even a bike ride."
7/1/2021,Frisco,75036,330000,3,2,1583,6752,2011,208,14600324,33.145549,-96.9181253,"MULTIPLE OFFERS RECEIVED. BEST AND FINAL JUNE 20TH 9PM. Welcome Home! Immaculate single-story home in the coveted Hidden Cove of Frisco. Open concept living, dining, and kitchen perfect for entertaining! Large master suite with walk-in closet, separate shower, garden tub, and dual sinks. Secondary bedrooms split from master. Enjoy your peaceful backyard with covered patio and outdoor TV. Walking distance to community pool. Minutes to Hidden Cove Park and Marina. Marina offers activities such as boat rentals, paddle boarding, and much more!"
12/1/2021,Frisco,75036,500000,4,3.5,2584,7623,2012,193,14712652,33.1388349,-96.9248758,"The Smart Move is to buy this Smart Home. This open concept former model home is loaded with with extras. 4 Bedroom 3.5 bathrooms with 3 car garage. Wooden floors, granite countertops, master suite with garden tub and walk in closet. Game room and media room on the 2nd level. The home is equipped with Alexa Features that has voice automation for lights, electric shades, door locks, temperature control."
11/1/2022,Frisco,75036,535000,3,3,2424,8886,2013,221,20177759,33.138354,-96.92366,"Don't miss this beautiful one-and-a-half story home located on a spacious CORNER LOT, in a CUL-DE-SAC, in the GATED community The Shores at Hidden Cove. New roof, gutters and freshly stained fence! This well-appointed 3 bed, 2 full bath, 2 half bath floor plan boasts Study down with French Doors and large Game room with Half Bath upstairs. Open layout with Eat-In Kitchen, Island, Breakfast Bar and Pantry adjoins to Family Room with Fireplace and wall of windows welcoming natural light! Master Suite down with generous Master Bath, Garden Tub, Separate Shower, Dual Sinks and Huge Walk-In Closet. Enjoy Texas Evenings in your private backyard with lush grass and extended concrete patio!! Walking distance to community park and pools! Desirable neighborhood convenient to Hidden Cove Marina and Lake Lewisville with camping, volleyball, fishing, boating, kayaking and more! Minutes from Hwy 121 and DNT, restaurants and shopping at The Star, Legacy West and Grandscapes! Don't wait!"
12/1/2021,Frisco,75036,382000,4,2,1954,5750,2008,195,14702827,33.141379,-96.9197058,"This Frisco one-story home offers granite countertops, and a two-car garage. This home has been virtually staged to illustrate its potential."
6/1/2021,Frisco,75036,375000,4,2.5,2372,5489,2015,158,14573966,33.1410316,-96.9278618,"Discover this charming 1.5 story home in The Shores of Hidden Cove. Just minutes from the Hidden Cove Park & Marina where you can enjoy swimming, fishing, & boating fun at Lake Lewisville. Located in a gated neighborhood where residents can enjoy the neighborhood swimming pool, park, and catch & release pond. This home offers 4 bedrooms, 2 bathrooms, an upstairs bonus room, fireplace, & neutral paint, . The kitchen showcases granite counters, tile floors, beautiful custom cabinets, black appliances, & breakfast nook. The spacious master is ideal for rest and relaxation with garden tub, separate shower, dual sinks, and walk in closet. In excellent condition and move in ready, this one feels like home!"
3/1/2022,Frisco,75036,450000,3,2,1854,6011,2014,243,14762609,33.13995,-96.9291949,"****Multiple Offers**** BEST AN FINAL BY SUNDAY 5:00PM 02_27_22 Gated Community, Spacious One Story with 8 ft doorways and Soaring Ceilings, two split bedrooms, Open kitchen with granite, custom cabinetry, island, SS appliances, walk in pantry. Living area with stone fireplace overlooking flagstone patio. Primary Suite with sitting area. En suite has separate shower and tub, dual sinks, water closet. Primary closet includes seasonal rods and wrap around access to laundry room. Community has playgrounds, dual pools, easy access to Hidden Cove Marina."
7/1/2021,Frisco,75036,269900,3,2,1452,5663,2008,186,14609736,33.142728,-96.914337,"Beautifully updated home, great location complete with Community pool! New Carpet and interior paint in 2021, Custom Kitchen cabinets in 2020, to name a few of the many updates. Update list is attached. This home is a must see!"
4/1/2022,Frisco,75036,734700,2,2.5,2581,7710,2015,285,20010465,33.1348361,-96.9177689,"Magnificent Magnolia plan on the 13th tee box for Frisco Lakes. Gorgeous inside! Spacious family room great for entertaining. Gourmet kitchen features extensive breakfast bar, 5 burner gas cooktop, stainless appliances, under-cabinet lighting, custom pull outs in cabinets and walk-in pantry. Private study with attractive Bankers Glass doors. Large master suite includes ensuite bathroom with dual sinks and a large walk in closet with built in storage. Oversized 3 car garage tandem with 4' extension PLUS an additional golf cart parking bay. Garage includes custom storage cabinets and epoxy floor by Garage Nation. Back patio has a pergola with views down the 13th fairway. Absolutely stunning! 55+ community."
5/1/2022,Frisco,75036,515000,3,2,2342,10542,2013,220,20017524,33.1379387,-96.9233034,"Lakeside living at its finest in the gated Shores at Hidden Cove. This 3 bedroom with a study is loaded with upgrades and situated on a quiet cul-de-sac. As you enter you're greeted with a beautiful farmhouse foyer and formal dining. Kiss the cook in your stylish kitchen featuring granite countertops, an island and breakfast nook. Cozy up by the wood burning fireplace in your living room on those cool nights. Primary bedroom with serene bathroom and secondary bedrooms all conveniently located downstairs. The game-room upstairs makes the perfect media room. Check out that massive backyard! Community offers pools, splash pad, and play grounds all with in walking distance. If that's not enough ride your bike or launch your boat at the 470 acre Hidden Cove park & marina on Lake Lewisville just down the street! Tons of shopping, dining and excellent schools nearby. OFFER DEADLINE SUNDAY APRIL 3RD @ 8PM."
8/1/2021,Frisco,75036,275000,3,2,1513,5706,2010,182,14626728,33.142672,-96.918132,"Beautiful 3 bedroom, 2 bath home only 1.5 miles from Lake Lewisville, rounded corners, high ceilings, formal dining, ceramic tile in all wet areas, kitchen with 42 in. cabinets, ceramic tile backsplash, breakfast bar, stainless steel sink, family room open to kitchen, master bath with garden tub, separate shower, dual sink vanity and walk-in closet, large tranquil backyard with Pergola covered patio."
1/1/2022,Frisco,75036,349000,2,2,1416,4966,2017,246,14704744,33.1354625,-96.9218869,"Steel Creek Floorpan--one of Frisco Lakes most coveted plans! Open concept with gourmet kitchen, beautiful granite counters, stainless appliances, and oversized breakfast bar! Large living room with coved ceiling, dining room and breakfast area, study or reading nook! Hardwoods throughout!! Master bedroom is light and bright with lots of windows! Master bath has double sinks, granite vanity, oversized walk in shower with bench, and great walk in closet! Outdoor patio is covered and a perfect spot to be out of the sun! Move-in ready! Must see!"
4/1/2022,Frisco,75036,465000,2,2,1765,7884,2014,263,20023293,33.1372087,-96.9158569,"This lovely Surrey Crest floor plan is situated on one of the larger lots in the age restricted community of Frisco Lakes. The home is just the right size with 2 bedrooms and 2 full baths and a cozy den tucked behind french doors just off the living area. Trey ceilings. Large owner's suite with nice walk-in closet. Kitchen has a great center island and a breakfast nook for breakfast or dinner. SS appliances and the lovely french door refrigerator conveys with the home. Top all that off with a large covered patio that's perfect for morning coffee, afternoon naps and evenings with friends. Come see it! HOA New Member Fee is $1500, paid by buyer at closing. Include this amount in Paragraph C of HOA Addendum. Buyer and buyer's agent to verify all information and measurements."
5/1/2021,Frisco,75036,335000,3,2,1852,5489,2016,181,14557107,33.1399848,-96.931711,"Foyer opens to study, the second bedroom has a full bath in the hallway. There is a private bedroom down the hallway, the adult suite sits at the back of the house, nice size bathroom, garden tub, separate shower and large closet, ceramic tile flooring. The kitchen offers granite counter tops, black appliance package ceramic tile flooring, coffee bean color cabinets, electric stove top with vented hood to the outside. The kitchen is open to the family room, with a fireplace and wood looking ceramic tile flooring. Seller added a four foot extended screen patio area. The seller installed $15,000 Solar panels that will convey with the house, sprinkler system, roof replaced in 2021."
